contentid,title,addr1,addr2,mapx,mapy,firstimage
2870203,서당골산채,강원특별자치도 강릉시 임영로164번길 3 (임당동),,128.8921614480,37.7559708779,http://tong.visitkorea.or.kr/cms/resource/94/2870194_image2_1.jpg
3532710,서울족발,강원특별자치도 강릉시 경강로2291번길 35 (포남동),1층,128.9099510866,37.7697196345,
3359671,서원커피랩,강원특별자치도 강릉시 죽헌길 167 (죽헌동),,128.8826948998,37.7797179461,http://tong.visitkorea.or.kr/cms/resource/73/3421573_image2_1.jpg
3535627,성산감자전,강원특별자치도 강릉시 성산면 구산길 39,,128.8318708548,37.7171380845,
2685248,성산밥집,강원특별자치도 강릉시 성산면 구산길 49,,128.8315764644,37.7162437385,http://tong.visitkorea.or.kr/cms/resource/15/2684515_image2_1.jpg
3533414,성산옛집,강원특별자치도 강릉시 성산면 구산길 85,,128.8278462967,37.7145744140,
2870225,소돌막국수,강원특별자치도 강릉시 주문진읍 연주로 571,,128.8220882124,37.9029886003,http://tong.visitkorea.or.kr/cms/resource/16/2870216_image2_1.jpg
2773834,소집,강원특별자치도 강릉시 공항길30번길 5 (병산동),,128.9396208746,37.7620461009,http://tong.visitkorea.or.kr/cms/resource/99/2773899_image2_1.jpg
3535806,소풍레스토랑,강원특별자치도 강릉시 연곡면 해안로 1370,,128.8466316610,37.8636852995,
2685310,솔바람텃골,강원특별자치도 강릉시 주문진읍 주문로 112,,128.8276407825,37.8935286939,http://tong.visitkorea.or.kr/cms/resource/25/2684725_image2_1.jpg
2869009,솔옥,강원특별자치도 강릉시 중앙시장2길 10-4 (성남동),,128.8960778937,37.7517297780,http://tong.visitkorea.or.kr/cms/resource/05/2869005_image2_1.jpg
2870278,솔올통나무집닭갈비,강원특별자치도 강릉시 하슬라로232번길 14-5,,128.8775039972,37.7701300654,http://tong.visitkorea.or.kr/cms/resource/38/2870238_image2_1.jpg
3536043,솔향기추어탕,강원특별자치도 강릉시 난설헌로78번길 38-5 (포남동),,128.9021542533,37.7798627534,
2685587,솔향대게,강원특별자치도 강릉시 해안로 286,,128.9204383716,37.7910090426,http://tong.visitkorea.or.kr/cms/resource/53/2684853_image2_1.jpg
3536774,솔향식빵공방,강원특별자치도 강릉시 하평길 40 (포남동),,128.9130702359,37.7702057502,
3533542,송이랑능이랑,강원특별자치도 강릉시 연곡면 소금강길 469,1층,128.7067152271,37.8153881738,
3533699,송정가든,강원특별자치도 강릉시 가작로 128-1 (교동),,128.8901556527,37.7695887080,
3538157,송천휴게소식당,강원특별자치도 강릉시 연곡면 진고개로 781-1,,128.6382571632,37.8270188351,
3532659,솥고집 주문진점,강원특별자치도 강릉시 주문진읍 신리천로 51,,128.8254829465,37.8837797820,
3533861,수미골,강원특별자치도 강릉시 하슬라로206번길 19-16 (교동),,128.8783372928,37.7689246653,
3534143,수정손칼국수,강원특별자치도 강릉시 주문진읍 시장길 49,,128.8273714067,37.8920899664,
3535260,수줍은과자점,강원특별자치도 강릉시 공항길20번길 16 (병산동),,128.9394209215,37.7611212045,
3535768,숙성돈가,강원특별자치도 강릉시 입암로148번길 22 (입암동),,128.9184284850,37.7573212342,
3536483,순남시래기,강원특별자치도 강릉시 교동광장로100번길 17-3 (교동),101호,128.8756681662,37.7664165705,
2928154,순두부젤라또 1호점,강원특별자치도 강릉시 초당순두부길 95-5,,128.9154887933,37.7917838566,http://tong.visitkorea.or.kr/cms/resource/27/2928127_image2_1.JPG
3535199,순두부젤라또 2호점,강원특별자치도 강릉시 경강로 2642 (견소동),1~4층,128.9471310185,37.7714229412,
3534765,쉼표하나,강원특별자치도 강릉시 하슬라로 181 (교동),,128.8748515826,37.7661221438,
3533766,스시마루,강원특별자치도 강릉시 하슬라로206번길 12-10 (교동),,128.8767291549,37.7673164865,
2913239,스웨이,강원특별자치도 강릉시 경포로 489-6 2층,,128.9047699333,37.8040961113,http://tong.visitkorea.or.kr/cms/resource/94/2919094_image2_1.jpg
3536360,스타벅스 강릉강문해변점,강원특별자치도 강릉시 창해로350번길 3 (강문동),,128.9185661999,37.7948141216,
3536915,스타벅스 강릉송정DT점,강원특별자치도 강릉시 경강로 2400 (송정동),,128.9230137295,37.7719640742,
2903398,시골식당,강원특별자치도 강릉시 헌화로 665-1,,129.0508000005,37.6646928589,http://tong.visitkorea.or.kr/cms/resource/83/2903383_image2_1.jpg
2903411,신대게나라,강원특별자치도 강릉시 신리천로 19,,128.8284937348,37.8854240941,http://tong.visitkorea.or.kr/cms/resource/02/2903402_image2_1.jpg
2670838,신라이사부독도참치,강원특별자치도 강릉시 솔올로 67,,128.8786733988,37.7681358742,http://tong.visitkorea.or.kr/cms/resource/07/2670907_image2_1.jpg
2913307,신리광장,강원특별자치도 강릉시 주문진읍 신리천로 79,,128.8224360330,37.8827020694,http://tong.visitkorea.or.kr/cms/resource/86/2919686_image2_1.jpg
2781684,실비생선구이 본점,강원특별자치도 강릉시 주문진읍 해안로 1723,,128.8282325399,37.8888959089,http://tong.visitkorea.or.kr/cms/resource/94/2785894_image2_1.jpg
3538297,심곡홍가네식당,강원특별자치도 강릉시 강동면 헌화로 653,,129.0520387672,37.6650428433,
3536783,십원집 청송점,강원특별자치도 강릉시 하평2길 6 (포남동),청송아파트 상가,128.9126230345,37.7708306692,
2685627,썬한식,강원특별자치도 강릉시 강동면 율곡로 1167,,129.0311037334,37.6910088789,http://tong.visitkorea.or.kr/cms/resource/47/2709747_image2_1.jpg
2913302,썸머키친,강원특별자치도 강릉시 죽헌길 67-6,,128.8751151732,37.7750072326,http://tong.visitkorea.or.kr/cms/resource/36/2919636_image2_1.jpg
2892750,쎄라비,강원특별자치도 강릉시 하슬라로206번길 4-10 (교동),,128.8758070140,37.7673414657,http://tong.visitkorea.or.kr/cms/resource/40/2892740_image2_1.jpeg
3533694,아뜨9,강원특별자치도 강릉시 공항길129번길 25-3 (남항진동),"3, 4층",128.9523612906,37.7653904077,
3536808,아르카디아커피,강원특별자치도 강릉시 하평길 22 (포남동),,128.9112676190,37.7702390445,
3537319,아빠의돈까스,강원특별자치도 강릉시 남부로17번길 23 (내곡동),,128.8814322874,37.7421111609,
3534516,아이러브피자 교동점,강원특별자치도 강릉시 솔올로 17 (교동),1층,128.8774930903,37.7635836003,
3535146,안목바다식당,강원특별자치도 강릉시 월대산로 152 (입암동),,128.9267832189,37.7595655820,
3536818,암사직화쪽갈비 강릉점,강원특별자치도 강릉시 성덕포남로168번길 47 (포남동),1층,128.9143923623,37.7694391984,
2892780,앙빵,강원특별자치도 강릉시 창해로 307 세인트존스 호텔,,128.9215243801,37.7911618243,http://tong.visitkorea.or.kr/cms/resource/58/2892758_image2_1.jpg
3534095,애너벨리,강원특별자치도 강릉시 공항길127번길 52 (남항진동),,128.9533834286,37.7651237921,
2938685,애시당초,강원특별자치도 강릉시 초당원길 63,,128.9139863055,37.7868066253,http://tong.visitkorea.or.kr/cms/resource/80/3578380_image2_1.jpg
3543260,양자강,강원특별자치도 강릉시 원대로 185 (교동),,128.8817508144,37.7708633967,
3548786,양평콩나물국밥,"강원특별자치도 강릉시 강변로 270 (노암동, 신화아파트)",103호,128.8981333373,37.7493467609,
2685606,어림지,강원특별자치도 강릉시 강릉대로 340,,128.9047655654,37.7657699898,http://tong.visitkorea.or.kr/cms/resource/69/2684869_image2_1.jpg
3538144,어부네코다리조림 강릉내곡점,강원특별자치도 강릉시 남부로17번길 17 (내곡동),,128.8817572856,37.7412196034,
2913303,엉클밥,강원특별자치도 강릉시 난설헌로 81-5,,128.9025624220,37.7839845068,http://tong.visitkorea.or.kr/cms/resource/46/2919646_image2_1.jpg
2775588,에세이,강원특별자치도 강릉시 연곡면 영진길 33,,128.8399653593,37.8713120639,http://tong.visitkorea.or.kr/cms/resource/99/2776899_image2_1.jpeg
3534103,에이엠브레드앤커피,강원특별자치도 강릉시 창해로14번길 24 (견소동),,128.9475503959,37.7723867269,
3536397,에펠루아,강원특별자치도 강릉시 창해로 361-77 (강문동),,128.9176440859,37.7940058638,
2820425,엔드투앤드,강원특별자치도 강릉시 창해로 245 (강문동),,128.9260435319,37.7874706728,http://tong.visitkorea.or.kr/cms/resource/94/3555094_image2_1.jpg
2913235,엠꼼마카롱,강원특별자치도 강릉시 경강로2115번길 15,1F,128.8968137764,37.7569514107,http://tong.visitkorea.or.kr/cms/resource/54/2919054_image2_1.jpg
3534811,여자도민물장어,강원특별자치도 강릉시 율곡초교길11번길 19 (교동),,128.8795566919,37.7668304867,
133933,연곡꾹저구탕,강원특별자치도 강릉시 연곡면 진고개로 2679,,128.8318720423,37.8585161665,
3537621,연곡반점,강원특별자치도 강릉시 연곡면 진고개로 2717-1,,128.8363438317,37.8594661436,
3537616,연곡유정오리,강원특별자치도 강릉시 연곡면 성안길 49,,128.8313192972,37.8590716469,
3544351,연곡전주식당,강원특별자치도 강릉시 연곡면 진고개로 2726-6,,128.8370271163,37.8590412060,
2685653,연화마을,강원특별자치도 강릉시 강동면 풍호길 100-1,,128.9535092655,37.7377575145,http://tong.visitkorea.or.kr/cms/resource/96/2684896_image2_1.jpg
2903492,염전횟집,강원특별자치도 강릉시 염전길 147,,128.9837842167,37.7410410598,http://tong.visitkorea.or.kr/cms/resource/86/2903486_image2_1.jpg
2687785,영덕대게횟집,강원특별자치도 강릉시 창해로 461,,128.9109694423,37.8019103746,http://tong.visitkorea.or.kr/cms/resource/29/2685029_image2_1.jpg
3536398,영진댁,강원특별자치도 강릉시 주문진읍 신리천로 9-1,,128.8290603315,37.8860379226,
3544610,영진항,강원특별자치도 강릉시 주문진읍 신리천로 11,,128.8289964500,37.8859907051,
133497,영진횟집,강원특별자치도 강릉시 연곡면 해안로 1427,,128.8475036713,37.8679737083,
3536332,예당,강원특별자치도 강릉시 성덕로 97 (병산동),,128.9410234170,37.7655762764,
2685281,예향막국수,강원특별자치도 강릉시 공항길 12 (병산동),,128.9373405137,37.7623849064,http://tong.visitkorea.or.kr/cms/resource/52/2684552_image2_1.jpg
3535538,옛길가든화정,강원특별자치도 강릉시 성산면 대관령옛길 119,,128.7970380471,37.7117519202,
623279,옛날초당순두부,강원특별자치도 강릉시 운정길 141,,128.8928076584,37.7868034346,http://tong.visitkorea.or.kr/cms/resource/12/2376212_image2_1.jpg
2872351,옛성도물회,강원특별자치도 강릉시 경강로2343번길 6,,128.9169254581,37.7697392128,http://tong.visitkorea.or.kr/cms/resource/33/2872333_image2_1.png
3547912,옛소라횟집,강원특별자치도 강릉시 창해로350번길 13 (강문동),,128.9180523362,37.7955001431,
3535651,옛카네이션집,강원특별자치도 강릉시 성산면 구산길 32,,128.8319236027,37.7179546584,
2685661,옛포구회집,강원특별자치도 강릉시 옥계면 헌화로 437,,129.0496449220,37.6526414503,http://tong.visitkorea.or.kr/cms/resource/13/2684913_image2_1.jpg
3532721,오감,강원특별자치도 강릉시 보래미하길41번길 8 (포남동),,128.9106536802,37.7736469717,
2929266,오드커피,강원특별자치도 강릉시 해안로 1597,,128.8342323095,37.8788555222,http://tong.visitkorea.or.kr/cms/resource/56/2929256_image2_1.JPG
3532619,오딧세이포남2호점,강원특별자치도 강릉시 남구길 10 (포남동),,128.9066848849,37.7642174290,
2685615,오무라안,강원특별자치도 강릉시 성덕포남로188번길 27,,128.9109898785,37.7698446403,http://tong.visitkorea.or.kr/cms/resource/71/2684871_image2_1.jpg
3534253,오미토리 커피상점 홍제동점,강원특별자치도 강릉시 토성로 22 (홍제동),2층 오미토리 커피상점,128.8819431243,37.7494964273,
2894037,오브더모먼트,강원특별자치도 강릉시 임영로 189,1층,128.8915975402,37.7582372714,http://tong.visitkorea.or.kr/cms/resource/25/2894025_image2_1.jpg
791636,오직한우,강원특별자치도 강릉시 성덕포남로 70,(입암동),128.9181394872,37.7616818349,
3533679,옹심이중국집,강원특별자치도 강릉시 공항길 28 (병산동),,128.9394486599,37.7622988461,
3535689,용궁식당,강원특별자치도 강릉시 노암길42번길 24 (노암동),"1층, 112호",128.9020775421,37.7456111585,
3534424,용소원,강원특별자치도 강릉시 하슬라로232번길 11 (교동),,128.8771873438,37.7706300014,
3536830,용장군,강원특별자치도 강릉시 성덕포남로188번길 34 (포남동),,128.9118342435,37.7699613099,
3535724,우미관곰탕,강원특별자치도 강릉시 남부로 170 (노암동),,128.8987973714,37.7427169849,
2670839,우석정,강원특별자치도 강릉시 강동면 시동서당길 113,,128.9513013540,37.7305527487,http://tong.visitkorea.or.kr/cms/resource/09/2670909_image2_1.jpg
3537606,우정회관,강원특별자치도 강릉시 주문진읍 항구2길 5,,128.8287851229,37.8935426033,
2685320,원영생선구이,강원특별자치도 강릉시 주문진읍 해안3길 24,,128.8279215596,37.8855601787,http://tong.visitkorea.or.kr/cms/resource/87/3463187_image2_1.jpg
3535825,원인숙고성생선찜,강원특별자치도 강릉시 성덕포남로 56 (입암동),,128.9191644424,37.7601514763,
3534303,원조 춘하추동 본점,강원특별자치도 강릉시 임영로116번길 4 (성내동),,128.8943335975,37.7519936026,
3537137,원조가보리살 솥뚜껑생삼겹살,강원특별자치도 강릉시 성덕포남로 64 (입암동),,128.9187228039,37.7605236469,
3535756,원조강릉교동짬뽕 본점,강원특별자치도 강릉시 하슬라로232번길 26-12 (교동),,128.8785539179,37.7696606957,
3536901,원조집,강원특별자치도 강릉시 주문진읍 해안로 1760,1단지 1동,128.8289323712,37.8922621994,
3532631,원족발 입암점,강원특별자치도 강릉시 입암로148번길 22 (입암동),,128.9184284850,37.7573212342,
2894068,월량화,강원특별자치도 강릉시 공항길29번길 4,,128.9396014145,37.7626127019,http://tong.visitkorea.or.kr/cms/resource/47/2894047_image2_1.jpg
2894092,월화엔,강원특별자치도 강릉시 토성로184번길 6,1층~2층,128.8962332804,37.7567153157,http://tong.visitkorea.or.kr/cms/resource/84/2894084_image2_1.jpg
2685665,위촌리전통한우,강원특별자치도 강릉시 성산면 소목길 203-10,,128.8474099971,37.7536202784,http://tong.visitkorea.or.kr/cms/resource/15/2684915_image2_1.jpg
3535697,유가네닭갈비 강릉내곡점,강원특별자치도 강릉시 범일로 644 (내곡동),1층,128.8832154006,37.7440387507,
3536457,유광회관 1호점,강원특별자치도 강릉시 남부로212번길 13 (노암동),,128.9040024489,37.7430198291,
624640,유리횟집,강원특별자치도 강릉시 주문진읍 해안로 1667,,128.8300241989,37.8839048552,
3536848,유명참숯화로구이,강원특별자치도 강릉시 남구길 21 (포남동),,128.9054294244,37.7647951160,
3533715,유진면옥,강원특별자치도 강릉시 주문진읍 신리천로 77,,128.8228970980,37.8828437281,
3536864,육대장 강릉점,강원특별자치도 강릉시 경강로 2379 (송정동),,128.9205056423,37.7713224328,
3536396,육반장 주문진점,강원특별자치도 강릉시 주문진읍 신리천로 10,,128.8287353530,37.8862740003,
3534652,의정부부대찌개,강원특별자치도 강릉시 정원로 73-4 (교동),1층,128.8732712839,37.7624308732,
3547805,이디야커피 강릉중앙점,강원특별자치도 강릉시 금성로 58 (금학동),,128.8950002015,37.7520908262,
3536482,이디야커피 강릉회산점,강원특별자치도 강릉시 회산로 372 (회산동),,128.8684334900,37.7410804712,
3537193,이디야커피강릉사천점,강원특별자치도 강릉시 사천면 진리해변길 68-14,,128.8760909157,37.8378749747,
2687738,이만구교동짬뽕,강원특별자치도 강릉시 강릉대로 199-8,,128.8926502076,37.7587483439,http://tong.visitkorea.or.kr/cms/resource/08/2685008_image2_1.jpg
2872387,이모네생선찜,강원특별자치도 강릉시 가작로 8,,128.8764846731,37.7692245951,http://tong.visitkorea.or.kr/cms/resource/62/2872362_image2_1.jpg
3534216,이쉐프의돈까스,강원특별자치도 강릉시 경강로 2107 (임당동),1층,128.8965943876,37.7557820972,
3537847,이주환전통한우,강원특별자치도 강릉시 성산면 사임당로107번길 89,,128.8589838219,37.7578894541,
2872436,이츠모라멘,강원특별자치도 강릉시 초당원길 34 (초당동),,128.9160945086,37.7848707790,http://tong.visitkorea.or.kr/cms/resource/96/2872396_image2_1.jpg
3534551,인성식당,강원특별자치도 강릉시 남문길1번길 1 (남문동),,128.8941558633,37.7511048128,
3536027,일출봉횟집,강원특별자치도 강릉시 강동면 안인진길 45,,128.9886117245,37.7357278798,
3533403,임계식당,강원특별자치도 강릉시 중앙시장길 22-2 (성남동),,128.8988636952,37.7536129480,
2891773,자료 동읫,강원특별자치도 강릉시 금성로13번길 17,,128.9001719187,37.7533574475,http://tong.visitkorea.or.kr/cms/resource/16/2891716_image2_1.jpg
3548872,자스민레스토랑,강원특별자치도 강릉시 난설헌로 105 (포남동),라동,128.9038289338,37.7852954912,
3533636,장군시오야끼 포남직영점,강원특별자치도 강릉시 하평길 20 (포남동),,128.9108732136,37.7701084964,
2685299,장군주먹고기,강원특별자치도 강릉시 율곡초교길47번길 5,,128.8790040234,37.7649279187,http://tong.visitkorea.or.kr/cms/resource/76/2684576_image2_1.jpg
3536155,장수삼계탕,강원특별자치도 강릉시 주문진읍 시장길 51,,128.8274269475,37.8924093748,
2775521,장안횟집,강원특별자치도 강릉시 사천면 진리항구길 51,,128.8754270938,37.8376499877,
2789528,점봉산산채산나물천국,강원특별자치도 강릉시 난설헌로 168,(초당동),128.9095421827,37.7893506886,http://tong.visitkorea.or.kr/cms/resource/06/2793406_image2_1.JPG
3547680,정남미명과 강릉본점,강원특별자치도 강릉시 경강로 2668 (견소동),1층 정남미명과,128.9501974329,37.7706592006,
2872467,정동진밥집,강원특별자치도 강릉시 정동3길 46,,129.0359506698,37.6861678662,http://tong.visitkorea.or.kr/cms/resource/46/2872446_image2_1.jpg
2685670,정동진항구회센터,강원특별자치도 강릉시 강동면 헌화로 1017,,129.0366811663,37.6859651257,http://tong.visitkorea.or.kr/cms/resource/30/2684930_image2_1.jpg
3533002,정선 이모네 식당,강원특별자치도 강릉시 강릉대로223번길 11 (교동),,128.8949666333,37.7597927128,
2775515,정은숙초당순두부,강원특별자치도 강릉시 난설헌로 200 (초당동),,128.9119696950,37.7908394528,
3534299,정혜영쿡,강원특별자치도 강릉시 율곡초교길11번길 11 (교동),,128.8797011057,37.7674054240,
3537850,정화식당,강원특별자치도 강릉시 토성로 193 (옥천동),,128.8966832080,37.7577707577,
3535322,제왕산순대국밥,강원특별자치도 강릉시 성산면 백두대간로 2713-4,,128.8215831268,37.7095304313,
2775552,제주해인물회,강원특별자치도 강릉시 사천면 진리해변길 68-9,,128.8769019563,37.8377722246,
3536200,조개공장,강원특별자치도 강릉시 창해로 263 (강문동),,128.9245103048,37.7884955243,
3536240,조개상회 강릉점,강원특별자치도 강릉시 창해로 27 (견소동),,128.9445533809,37.7744003243,
3535267,좋은사람커피,강원특별자치도 강릉시 주문진읍 신리천로 18,,128.8282326344,37.8858490394,
3532641,주문진 돈의맛,강원특별자치도 강릉시 주문진읍 연주로 367,,128.8244635555,37.8850379493,
2873989,주문진막국수,강원특별자치도 강릉시 주문진읍 연주로 587,,128.8221159487,37.9042273461,http://tong.visitkorea.or.kr/cms/resource/84/2873984_image2_1.jpg
3537153,주문진밤바다,강원특별자치도 강릉시 주문진읍 시장길 44,,128.8275936238,37.8916011385,
3535221,주문진불쭈꾸미,강원특별자치도 강릉시 주문진읍 시장길 54,,128.8277602485,37.8924899278,
3547911,주문진순이네,강원특별자치도 강릉시 가작로 15 (교동),,128.8774623545,37.7694995820,
3536903,주문진식당,강원특별자치도 강릉시 주문진읍 신리천로 18,,128.8282326344,37.8858490394,
3539115,주문진전주식당,강원특별자치도 강릉시 주문진읍 시장길 49-1,,128.8274352882,37.8921371844,
2685323,주문진해물,강원특별자치도 강릉시 주문진읍 해안로 1629,,128.8322907465,37.8811635506,http://tong.visitkorea.or.kr/cms/resource/37/2684737_image2_1.jpg
2873999,주문진홍게무한리필,강원특별자치도 강릉시 신리천로 21,,128.8284326307,37.8853657666,http://tong.visitkorea.or.kr/cms/resource/94/2873994_image2_1.jpg
2685279,중앙형제횟집,강원특별자치도 강릉시 금성로 21,,128.8986609221,37.7540517822,http://tong.visitkorea.or.kr/cms/resource/43/2684543_image2_1.jpg
3536265,지호한방삼계탕 초당점,강원특별자치도 강릉시 강릉대로587번길 4 (초당동),,128.9200330542,37.7844958997,
3535776,진고개참나무숯불갈비,강원특별자치도 강릉시 보래미길 29 (포남동),,128.9090982929,37.7727164933,
3536116,진보양푼이물회횟집,강원특별자치도 강릉시 사천면 진리해변길 67,,128.8761936667,37.8384276904,
3535874,진재골식당,강원특별자치도 강릉시 진재골길 132-3 (장현동),,128.8864822666,37.7280573289,
2874011,짬뽕 순두부 초당애,강원특별자치도 강릉시 해안로 388,씨에스타 건물 2층,128.9124527965,37.7969276462,http://tong.visitkorea.or.kr/cms/resource/04/2874004_image2_1.jpg
3533671,짬뽕1번지,강원특별자치도 강릉시 송정길2번길 13 (송정동),,128.9310517626,37.7762220719,
3536323,짬뽕의신 주문진점,강원특별자치도 강릉시 주문진읍 신리천로 47,,128.8257384760,37.8838575554,
3534595,짱신,강원특별자치도 강릉시 옥계면 헌화로 441,,129.0501115460,37.6526664565,
3536819,찜대감,강원특별자치도 강릉시 해안로 292 (강문동),,128.9202106032,37.7913701078,
3536162,참치엔초밥,강원특별자치도 강릉시 입암로 157 (입암동),,128.9184006333,37.7597959473,
2808098,철뚝소머리집,강원특별자치도 강릉시 주문진읍 철둑길 42,,128.8243577887,37.8921426795,
3535733,청도양꼬치,강원특별자치도 강릉시 남산초교길 15-2 (내곡동),,128.8907341091,37.7459386774,
2685278,청송장칼국수,강원특별자치도 강릉시 경강로2323번길 14,,128.9145617871,37.7695780742,http://tong.visitkorea.or.kr/cms/resource/34/2684534_image2_1.jpg
3536056,청수,강원특별자치도 강릉시 성산면 송두길 223-13,,128.8409765209,37.7770285557,
3535451,청해횟집,강원특별자치도 강릉시 주문진읍 신리천로 13,,128.8288992399,37.8858629405,
2873252,초당고부순두부,강원특별자치도 강릉시 강릉대로587번길 17,,128.9185692927,37.7846458541,http://tong.visitkorea.or.kr/cms/resource/40/2873240_image2_1.jpeg
3538024,초당막국수,강원특별자치도 강릉시 사천면 중앙서로 357,,128.8290074128,37.8010644300,
2685435,초당맷돌순두부,강원특별자치도 강릉시 초당순두부길 75,,128.9154527370,37.7901229368,http://tong.visitkorea.or.kr/cms/resource/51/2684751_image2_1.jpg
3533668,초당맷돌젤라또,강원특별자치도 강릉시 초당순두부길 71 (초당동),,128.9153472023,37.7897563106,
2876196,초당버거 강릉본점,강원특별자치도 강릉시 초당순두부길77번길 20 (초당동),,128.9149249652,37.7914644382,
3536274,초당본가짬뽕순두부,강원특별자치도 강릉시 초당순두부길 97 (초당동),,128.9157526551,37.7918921824,
2873113,초당비스트로,강원특별자치도 강릉시 초당순두부길 19,,128.9105143608,37.7879480921,http://tong.visitkorea.or.kr/cms/resource/00/2873100_image2_1.jpg
2894231,초당커피,강원특별자치도 강릉시 초당순두부길77번길 20,,128.9149249652,37.7914644382,http://tong.visitkorea.or.kr/cms/resource/81/2894181_image2_1.jpg
2685339,초당토박이할머니순두부,강원특별자치도 강릉시 초당순두부길 47,,128.9136001867,37.7881842361,http://tong.visitkorea.or.kr/cms/resource/50/2684750_image2_1.jpg
133808,초당할머니순두부,강원특별자치도 강릉시 초당순두부길 77,,128.9153777297,37.7905756608,http://tong.visitkorea.or.kr/cms/resource/21/1022421_image2_1.jpg
3535807,초시막국수,강원특별자치도 강릉시 연곡면 초시길 33-1,,128.8392048847,37.8530058363,
3535783,최가네닭갈비,강원특별자치도 강릉시 입암로148번길 22 (입암동),,128.9184284850,37.7573212342,
3536449,최가네한방능이백숙,강원특별자치도 강릉시 범일로 505 (내곡동),,128.8790216743,37.7330288314,
2874023,최대게,강원특별자치도 강릉시 해안로 1727-2,,128.8281464200,37.8894152915,http://tong.visitkorea.or.kr/cms/resource/16/2874016_image2_1.jpg
3534245,추억의맛집,강원특별자치도 강릉시 옥가로7번길 14 (옥천동),1층,128.8976997662,37.7583151593,
3534104,춘천수미닭갈비,강원특별자치도 강릉시 월대산로 60 (입암동),,128.9170229767,37.7598875765,
2687670,춘천후레쉬닭갈비,강원특별자치도 강릉시 하평길 5,,128.9093455829,37.7698029464,http://tong.visitkorea.or.kr/cms/resource/51/2684951_image2_1.jpg
3535276,춘하추동 교동택지점,강원특별자치도 강릉시 정원로 73-2 (교동),9호,128.8732129511,37.7625752999,
3533402,치킨플러스 강릉교동점,강원특별자치도 강릉시 하슬라로232번길 7-6 (교동),,128.8770123499,37.7709327408,
2874063,칠공주불고기,강원특별자치도 강릉시 참샘길 12,,128.8088251462,37.9150508320,http://tong.visitkorea.or.kr/cms/resource/49/2874049_image2_1.jpg
3548869,카페 가배초당,강원특별자치도 강릉시 난설헌로 228-35 (초당동),1층,128.9151472182,37.7898229656,
2894253,카페디드,강원특별자치도 강릉시 강릉대로 340,1층,128.9047461223,37.7657838776,http://tong.visitkorea.or.kr/cms/resource/46/2894246_image2_1.jpg
2913240,카페루아,강원특별자치도 강릉시 주문진읍 아래강정길 8-47,카페루아,128.8031147801,37.9076737987,http://tong.visitkorea.or.kr/cms/resource/04/2919104_image2_1.jpg
3534416,카페소돌엔,강원특별자치도 강릉시 주문진읍 해안로 1987,,128.8279348033,37.9063244389,
2929995,카페오션스 강릉버거,강원특별자치도 강릉시 해안로 355 (강문동),,128.9142582572,37.7947390460,http://tong.visitkorea.or.kr/cms/resource/61/2929961_image2_1.jpg
2894282,카페카모메,강원특별자치도 강릉시 하슬라로206번길 3-11,1층,128.8760458314,37.7689607279,http://tong.visitkorea.or.kr/cms/resource/72/2894272_image2_1.jpg
3532862,카페툇마루,강원특별자치도 강릉시 난설헌로 232 (초당동),,128.9145027351,37.7929448142,
2818352,카페폴앤메리,강원특별자치도 강릉시 창해로350번길 33 (강문동),,128.9168746243,37.7967888597,
3536357,커피다,강원특별자치도 강릉시 가작로 13 (교동),,128.8771262731,37.7694912431,
3534736,커피베이 교동점,강원특별자치도 강릉시 하슬라로 179 (교동),,128.8748349207,37.7660027128,
3537794,커피블럭,강원특별자치도 강릉시 성덕포남로182번길 41 (포남동),,128.9128452610,37.7700390984,
3537133,커피콩빵,강원특별자치도 강릉시 창해로 351-1 (강문동),,128.9184162220,37.7945363730,
3535213,커피회관,강원특별자치도 강릉시 선수촌로 134 (유천동),1층,128.8704104115,37.7630363031,
3537618,컴포즈커피 강릉내곡점,강원특별자치도 강릉시 남부로17번길 39 (내곡동),,128.8822210705,37.7432388235,
3536873,컴포즈커피 강릉포남점,"강원특별자치도 강릉시 하평길 55-1 (포남동, 송정주공아파트 상가동)",,128.9148561861,37.7701918978,
3548864,코너카페,강원특별자치도 강릉시 연곡면 해안로 1425,,128.8475842240,37.8678376151,
3532693,코리안숯불닭바베큐,강원특별자치도 강릉시 성덕포남로182번길 46 (포남동),,128.9133674347,37.7700946578,
3536156,코바코 강릉사천점,강원특별자치도 강릉시 사천면 방동길 43,,128.8558517081,37.8174186154,
2687672,쿠켄,강원특별자치도 강릉시 홍제로 7-11,,128.8854178360,37.7487021433,
3535809,크림브리즈,강원특별자치도 강릉시 옥계면 헌화로 467,1층,129.0529501574,37.6533914286,
2894303,크림하우스,강원특별자치도 강릉시 해안로 1173 크림하우스,,128.8610224383,37.8505148840,http://tong.visitkorea.or.kr/cms/resource/94/2894294_image2_1.jpg
2687673,큰기와집,강원특별자치도 강릉시 강동면 정동등명길 3,,129.0159047341,37.7028155507,http://tong.visitkorea.or.kr/cms/resource/61/2709761_image2_1.jpg
2913305,키크러스커피,강원특별자치도 강릉시 창해로14번길 48-1,,128.9496002584,37.7708536108,http://tong.visitkorea.or.kr/cms/resource/66/2919666_image2_1.jpg
3537692,타래,강원특별자치도 강릉시 주문진읍 신리천로 620,,128.7699018946,37.8824732952,
